22.12,56.90,-0.0,0.0,9.9,-0.0,-0.0,0.0,998.76,137.46
22.10,56.91,0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.49
22.12,56.90,0.0,0.0,9.8,-0.0,-0.0,0.0,998.76,137.52
22.16,56.89,0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.54
22.16,56.88,-0.0,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.45
22.12,56.85,-0.0,-0.0,9.9,-0.0,-0.0,0.0,998.77,137.45
22.13,56.84,0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.50
22.14,56.85,0.0,0.0,9.8,0.0,-0.0,0.0,998.76,137.54
22.14,56.89,-0.0,-0.0,9.9,0.0,-0.0,0.0,998.76,137.60
22.15,56.90,-0.0,0.0,9.8,0.0,-0.0,0.0,998.75,137.60
22.14,56.93,-0.0,-0.0,9.9,-0.0,-0.0,0.0,998.75,137.59
22.14,56.99,-0.1,0.0,9.8,0.0,-0.0,0.0,998.76,137.56
22.16,57.05,-0.0,-0.1,9.8,-0.0,-0.0,0.0,998.75,137.56
22.13,57.09,0.0,-0.0,9.9,0.0,-0.0,0.0,998.75,137.59
22.15,57.15,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.45
22.13,57.18,-0.0,-0.0,9.9,0.0,-0.0,0.0,998.77,137.45
22.17,57.20,0.0,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.49
22.12,57.18,-0.1,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.49
22.14,57.17,0.0,-0.0,9.9,0.0,-0.0,0.0,998.77,137.45
22.17,57.18,-0.0,-0.0,9.9,0.0,-0.0,0.0,998.77,137.45
22.13,57.14,0.0,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.50
22.14,57.15,0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.52
22.12,57.11,0.0,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.52
22.14,57.12,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.55
22.12,57.10,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.47
22.14,57.12,-0.0,-0.1,9.7,0.0,-0.0,0.0,998.76,137.51
22.12,57.13,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.47
22.14,57.12,-0.0,-0.0,9.8,-0.0,-0.0,0.0,998.76,137.47
22.16,57.10,-0.0,0.0,9.8,0.0,-0.0,0.0,998.77,137.47
22.10,57.10,-0.1,-0.0,9.9,0.0,-0.0,0.0,998.77,137.43
22.16,57.12,0.0,0.1,9.8,-0.0,-0.0,0.0,998.76,137.47
22.15,57.14,0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.47
22.14,57.13,0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.50
22.16,57.17,-0.0,-0.0,9.9,-0.0,-0.0,0.0,998.77,137.48
22.13,57.16,0.0,-0.0,9.8,0.0,-0.0,0.0,998.76,137.48
22.10,57.13,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.43
22.15,57.18,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.43
22.12,57.15,0.0,-0.0,9.8,-0.0,-0.0,0.0,998.77,137.45
22.14,57.16,-0.0,0.0,9.8,0.0,-0.0,0.0,998.77,137.46
22.14,57.14,-0.0,-0.0,9.8,0.0,-0.0,0.0,998.77,137.48
22.12,57.13,-0.0,0.0,9.8,0.0,-0.0,0.0,998.76,137.48
22.13,57.11,0.0,-0.0,9.9,-0.0,-0.0,0.0,998.76,137.51
